split,stem,audio_path,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
train,dia139_utt1,data/audio/train/dia139_utt1.flac,"Yeah, what's up with that girl Monica?",A Female Student,neutral,neutral,139,1,5,9,"00:21:42,426","00:21:44,385"
train,dia139_utt2,data/audio/train/dia139_utt2.flac,I don't know! I didn't come with her!,Phoebe,anger,negative,139,2,5,9,"00:21:44,636","00:21:46,470"
train,dia139_utt3,data/audio/train/dia139_utt3.flac,All right everybody! Everybody guess what? I just convinced Paul to give us a test next week!,Monica,joy,positive,139,3,5,9,"00:21:48,557","00:21:54,854"
train,dia139_utt4,data/audio/train/dia139_utt4.flac,A test?!!,All,surprise,negative,139,4,5,9,"00:21:53,770","00:21:54,854"
train,dia139_utt5,data/audio/train/dia139_utt5.flac,Come on! Tests make us all better learners! Oh yeah!  We should have essay questions!!,Monica,joy,positive,139,5,5,9,"00:21:55,105","00:22:02,778"
train,dia140_utt0,data/audio/train/dia140_utt0.flac,"Okay I’ve got one for you, if you had too which one would you rather eat, a seeing eye dog or a talking gorilla?",Phoebe,neutral,neutral,140,0,8,24,"00:03:34,911","00:03:42,460"
train,dia140_utt1,data/audio/train/dia140_utt1.flac,"I’d have to say…the talking gorilla, because at least I can explain to him that you’re making me eat him.",Cliff,neutral,neutral,140,1,8,24,"00:03:49,342","00:04:00,436"
train,dia140_utt2,data/audio/train/dia140_utt2.flac,Somebody went to college. Wow.  What is it? I’m sorry.,Phoebe,surprise,negative,140,2,8,24,"00:03:58,184","00:04:06,150"
train,dia141_utt0,data/audio/train/dia141_utt0.flac,"Okay, I hear you loud and clear. Bob will stay put.",Mr. Franklin,neutral,neutral,141,0,8,5,"00:07:59,937","00:08:04,024"
train,dia141_utt1,data/audio/train/dia141_utt1.flac,I think it’s best sir.,Chandler,neutral,neutral,141,1,8,5,"00:08:01,606","00:08:04,024"
train,dia141_utt2,data/audio/train/dia141_utt2.flac,But we really do need to find someone up here.,Mr. Franklin,neutral,neutral,141,2,8,5,"0:08:04,192","0:08:06,364"
train,dia141_utt3,data/audio/train/dia141_utt3.flac,The work is starting to pile up.,Mr. Franklin,neutral,neutral,141,3,8,5,"0:08:06,364","0:08:07,948"
train,dia141_utt4,data/audio/train/dia141_utt4.flac,I’ve got a stack of documents on my desk this high.,Mr. Franklin,neutral,neutral,141,4,8,5,"00:08:08,070","00:08:11,156"
train,dia141_utt5,data/audio/train/dia141_utt5.flac,"Y’know what you should do, just toss ‘em in the shedder and claim you never got ‘em.",Chandler,neutral,neutral,141,5,8,5,"00:08:13,659","00:08:18,997"
train,dia141_utt6,data/audio/train/dia141_utt6.flac,That’s a good one.,Mr. Franklin,neutral,neutral,141,6,8,5,"00:08:16,996","00:08:18,997"
train,dia141_utt7,data/audio/train/dia141_utt7.flac,What does a guy have to,Chandler,neutral,neutral,141,7,8,5,"00:08:19,499","00:08:24,044"
train,dia142_utt0,data/audio/train/dia142_utt0.flac,"Yeah, yeah, everybody's here. Hey, everybody, say hi to Julie in New Mexico.",Ross,neutral,neutral,142,0,2,5,"00:03:11,566","00:03:16,820"
train,dia142_utt1,data/audio/train/dia142_utt1.flac,"Hi, Julie!",All,joy,positive,142,1,2,5,"00:03:14,360","00:03:16,820"
train,dia143_utt0,data/audio/train/dia143_utt0.flac,Isn’t there a national football league.,Phoebe,neutral,neutral,143,0,3,9,"00:21:49,891","00:21:52,935"
train,dia143_utt1,data/audio/train/dia143_utt1.flac,"Yes. Yes, there is, they play on Sundays and Monday nights.",Chandler,neutral,neutral,143,1,3,9,"00:21:53,854","00:21:56,605"
train,dia143_utt2,data/audio/train/dia143_utt2.flac,Oh shoot! I work Monday nights.,Rachel,sadness,negative,143,2,3,9,"00:21:56,773","00:21:59,400"
train,dia143_utt3,data/audio/train/dia143_utt3.flac,"Umm, this stuffing is amazing. Do you think we should bring them some?",Phoebe,joy,positive,143,3,3,9,"00:22:02,070","00:22:05,948"
train,dia143_utt4,data/audio/train/dia143_utt4.flac,"When they’re hungry enough, they’ll come in.",Joey,neutral,neutral,143,4,3,9,"00:22:06,116","00:22:08,200"
train,dia144_utt0,data/audio/train/dia144_utt0.flac,"Hey Joey, you wanted to talk to me?",Tag,neutral,neutral,144,0,7,5,"00:15:04,820","00:15:06,362"
train,dia144_utt1,data/audio/train/dia144_utt1.flac,"I don’t know. You uh, you got something for me?",Joey,neutral,neutral,144,1,7,5,"00:15:06,530","00:15:08,907"
train,dia144_utt2,data/audio/train/dia144_utt2.flac,"Oh, yeah, this is from Rachel.",Tag,neutral,neutral,144,2,7,5,"00:15:09,074","00:15:10,658"
train,dia144_utt3,data/audio/train/dia144_utt3.flac,Ten. Okay. Now Tag there’s such a thing as too many women.,Joey,neutral,neutral,144,3,7,5,"00:15:13,996","00:15:19,250"
train,dia144_utt4,data/audio/train/dia144_utt4.flac,Really?,Tag,surprise,positive,144,4,7,5,"0:15:19,919","0:15:20,471"
train,dia144_utt5,data/audio/train/dia144_utt5.flac,"Yeah, for you!",Joey,joy,positive,144,5,7,5,"0:15:20,471","0:15:22,224"
train,dia145_utt0,data/audio/train/dia145_utt0.flac,"Oh, Danielle! I wasn't expecting the machine... Give me a call when you get a chance.  Bye-bye.  Oh God!",Chandler,surprise,negative,145,0,1,20,"00:05:09,309","00:05:21,320"
train,dia145_utt1,data/audio/train/dia145_utt1.flac,That's,Monica,neutral,neutral,145,1,1,20,"00:05:25,116","00:05:28,535"
train,dia145_utt2,data/audio/train/dia145_utt2.flac,"Hey, I've been honing!",Chandler,anger,negative,145,2,1,20,"00:05:29,162","00:05:30,871"
train,dia145_utt3,data/audio/train/dia145_utt3.flac,What was with the dishes?,Ross,neutral,neutral,145,3,1,20,"00:05:31,831","00:05:32,998"
train,dia145_utt4,data/audio/train/dia145_utt4.flac,"Oh, uh..",Chandler,fear,negative,145,4,1,20,"0:05:33,166","0:05:33,959"
train,dia145_utt5,data/audio/train/dia145_utt5.flac,I want her to think I might be in a restaurant.. y'know?,Chandler,fear,negative,145,5,1,20,"0:05:33,959","0:05:36,229"
train,dia145_utt6,data/audio/train/dia145_utt6.flac,"I might have some kind of life, like I haven't been sitting around here honing for the past few hours.",Chandler,anger,negative,145,6,1,20,"00:05:36,336","00:05:42,966"
train,dia145_utt7,data/audio/train/dia145_utt7.flac,"Look look! He's doing it again, the guy with the telescope!",Monica,surprise,negative,145,7,1,20,"00:05:43,301","00:05:52,934"
train,dia145_utt8,data/audio/train/dia145_utt8.flac,Oh my God!  Go away!  Stop looking in here!,Phoebe,anger,negative,145,8,1,20,"00:05:45,720","00:05:52,934"
train,dia145_utt9,data/audio/train/dia145_utt9.flac,"Great, now he's waving back.",Monica,disgust,negative,145,9,1,20,"00:05:53,102","00:05:55,729"
train,dia145_utt10,data/audio/train/dia145_utt10.flac,"Man, we gotta do something about that guy.",Joey,disgust,negative,145,10,1,20,"00:05:57,148","00:05:58,815"
train,dia145_utt11,data/audio/train/dia145_utt11.flac,"This morning, I caught him looking into our apartment.",Joey,disgust,negative,145,11,1,20,"00:05:58,983","00:06:01,318"
train,dia145_utt12,data/audio/train/dia145_utt12.flac,It creeps me out!,Joey,anger,negative,145,12,1,20,"0:06:01,486","0:06:02,654"
train,dia145_utt13,data/audio/train/dia145_utt13.flac,I feel like I can't do stuff!,Joey,anger,negative,145,13,1,20,"0:06:02,654","0:06:04,181"
train,dia145_utt14,data/audio/train/dia145_utt14.flac,What kinda stuff?,Monica,joy,positive,145,14,1,20,"00:06:05,031","00:06:07,240"
train,dia145_utt15,data/audio/train/dia145_utt15.flac,"Will you grow up? I'm not talking about sexy stuff, but, like, when I'm cooking naked.",Joey,disgust,negative,145,15,1,20,"00:06:08,993","00:06:14,664"
train,dia145_utt16,data/audio/train/dia145_utt16.flac,You cook naked?,Phoebe,surprise,positive,145,16,1,20,"00:06:17,043","00:06:18,377"
train,dia145_utt17,data/audio/train/dia145_utt17.flac,"Yeah, toast, oatmeal... nothing that spatters.",Joey,neutral,neutral,145,17,1,20,"00:06:18,544","00:06:21,713"
train,dia145_utt18,data/audio/train/dia145_utt18.flac,What are you looking at me for? I didn't know that.,Chandler,surprise,negative,145,18,1,20,"00:06:25,176","00:06:27,719"
train,dia146_utt0,data/audio/train/dia146_utt0.flac,Y'know they say a watched pot never beeps.,Monica,neutral,neutral,146,0,3,14,"00:11:29,814","00:11:33,149"
train,dia146_utt1,data/audio/train/dia146_utt1.flac,"It’s just y'know, been a couple of hours, and she hasn’t called. Not that I even care, y'know.",Phoebe,sadness,negative,146,1,3,14,"00:11:38,948","00:11:46,538"
train,dia146_utt2,data/audio/train/dia146_utt2.flac,Phoebe why don’t you just call her? You obviously want to.,Monica,neutral,neutral,146,2,3,14,"00:11:44,328","00:11:48,790"
train,dia146_utt3,data/audio/train/dia146_utt3.flac,You think you know me so well.,Phoebe,anger,negative,146,3,3,14,"00:11:48,958","00:11:50,959"
train,dia146_utt4,data/audio/train/dia146_utt4.flac,"Well, don’t ‘cha wanna?",Monica,neutral,neutral,146,4,3,14,"0:11:51,127","0:11:52,128"
train,dia146_utt5,data/audio/train/dia146_utt5.flac,Yeah.,Phoebe,neutral,neutral,146,5,3,14,"0:11:52,128","0:11:54,017"
train,dia146_utt6,data/audio/train/dia146_utt6.flac,"Okay, well I do know you.",Monica,neutral,neutral,146,6,3,14,"0:11:55,131","0:11:56,633"
train,dia146_utt7,data/audio/train/dia146_utt7.flac,That’s what I said.,Phoebe,neutral,neutral,146,7,3,14,"0:11:56,633","0:11:58,887"
train,dia146_utt8,data/audio/train/dia146_utt8.flac,Well so?,Monica,neutral,neutral,146,8,3,14,"0:12:01,053","0:12:01,805"
train,dia146_utt9,data/audio/train/dia146_utt9.flac,I can’t.,Phoebe,sadness,negative,146,9,3,14,"0:12:01,805","0:12:03,147"
train,dia146_utt10,data/audio/train/dia146_utt10.flac,I can’t.,Phoebe,sadness,negative,146,10,3,14,"0:12:03,147","0:12:03,683"
train,dia146_utt11,data/audio/train/dia146_utt11.flac,"She dumped me, I mean I totally trusted her and then one day it was ‘Okay, bye Pheebs’ gone.",Phoebe,sadness,negative,146,11,3,14,"00:12:03,764","00:12:11,020"
train,dia146_utt12,data/audio/train/dia146_utt12.flac,"Y'know what the saddest part is, when we were playing together, that was like the most fun I’ve ever had in like all my lives.",Phoebe,sadness,negative,146,12,3,14,"00:12:12,648","00:12:20,864"
train,dia147_utt0,data/audio/train/dia147_utt0.flac,"Ok, bye.  Well, Monica's not coming, it's just gonna be me and Rachel.",Ross,neutral,neutral,147,0,1,5,"00:07:08,803","00:07:12,389"
train,dia147_utt1,data/audio/train/dia147_utt1.flac,"Oh. Well, hold on camper, are you sure you've thought this thing through?",Chandler,neutral,neutral,147,1,1,5,"00:07:13,766","00:07:16,852"
train,dia147_utt2,data/audio/train/dia147_utt2.flac,It's laundry. The thinking through is minimal.,Ross,neutral,neutral,147,2,1,5,"00:07:17,103","00:07:20,272"
train,dia147_utt3,data/audio/train/dia147_utt3.flac,"It's just you and Rachel, just the two of you? This is a date. You're going on a date.",Chandler,joy,positive,147,3,1,5,"00:07:21,399","00:07:26,027"
train,dia147_utt4,data/audio/train/dia147_utt4.flac,Nuh-uh.,Ross,fear,negative,147,4,1,5,"00:07:27,864","00:07:28,989"
train,dia147_utt5,data/audio/train/dia147_utt5.flac,Yuh-huh.,Chandler,joy,positive,147,5,1,5,"00:07:31,325","00:07:32,576"
train,dia147_utt6,data/audio/train/dia147_utt6.flac,"So what're you saying here? I should shave again, pick up some wine, what?",Ross,surprise,negative,147,6,1,5,"00:07:33,703","00:07:37,539"
train,dia147_utt7,data/audio/train/dia147_utt7.flac,"Well, you may wanna rethink the dirty underwear.",Chandler,disgust,negative,147,7,1,5,"00:07:37,790","00:07:41,126"
train,dia147_utt8,data/audio/train/dia147_utt8.flac,This is basically the first time she's gonna see your underwear—you want it to be dirty?,Chandler,surprise,negative,147,8,1,5,"00:07:42,420","00:07:46,548"
train,dia147_utt9,data/audio/train/dia147_utt9.flac,No.,Ross,neutral,neutral,147,9,1,5,"00:07:50,887","00:07:52,179"
train,dia147_utt10,data/audio/train/dia147_utt10.flac,"Oh, and uh, the fabric softener?",Chandler,neutral,neutral,147,10,1,5,"00:07:53,639","00:07:55,807"
train,dia147_utt11,data/audio/train/dia147_utt11.flac,"Ok, ok, now what is wrong with my",Ross,anger,negative,147,11,1,5,"00:07:56,017","00:07:58,810"
train,dia148_utt0,data/audio/train/dia148_utt0.flac,"Ok, so it's just because it was my table, I have to buy a new one?",Chandler,anger,negative,148,0,1,12,"00:07:31,909","00:07:35,036"
train,dia148_utt1,data/audio/train/dia148_utt1.flac,That's the rule.,Joey,neutral,neutral,148,1,1,12,"00:07:35,204","00:07:36,955"
train,dia148_utt2,data/audio/train/dia148_utt2.flac,"What rule? There's no rule, if anything, you owe me a table!",Chandler,anger,negative,148,2,1,12,"00:07:37,999","00:07:41,543"
train,dia148_utt3,data/audio/train/dia148_utt3.flac,How'd you get to that?,Joey,anger,negative,148,3,1,12,"00:07:41,961","00:07:45,088"
train,dia148_utt4,data/audio/train/dia148_utt4.flac,"Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio",Chandler,anger,negative,148,4,1,12,"00:07:45,256","00:07:47,996"
train,dia148_utt5,data/audio/train/dia148_utt5.flac,You knew about that?,Joey,surprise,positive,148,5,1,12,"00:07:48,843","00:07:49,926"
train,dia148_utt6,data/audio/train/dia148_utt6.flac,"Well, let's just say the impressions you made in the butter left little to the imagination.",Chandler,disgust,negative,148,6,1,12,"00:07:50,094","00:07:57,100"
train,dia148_utt7,data/audio/train/dia148_utt7.flac,"Ok, ok, How about if we split it?",Joey,neutral,neutral,148,7,1,12,"00:07:55,308","00:07:57,100"
train,dia148_utt8,data/audio/train/dia148_utt8.flac,"What do you mean, like, buy it together?",Chandler,neutral,neutral,148,8,1,12,"00:07:58,186","00:08:00,187"
train,dia148_utt9,data/audio/train/dia148_utt9.flac,Yeah,Joey,neutral,neutral,148,9,1,12,"00:08:00,521","00:08:01,605"
train,dia148_utt10,data/audio/train/dia148_utt10.flac,You think we're ready for something like that?,Chandler,neutral,neutral,148,10,1,12,"00:08:01,772","00:08:03,982"
train,dia148_utt11,data/audio/train/dia148_utt11.flac,Why not?,Joey,neutral,neutral,148,11,1,12,"00:08:05,151","00:08:07,110"
train,dia148_utt12,data/audio/train/dia148_utt12.flac,"Well, it's a pretty big commitment, I mean, what if one of us wants to move out?",Chandler,neutral,neutral,148,12,1,12,"00:08:07,278","00:08:09,821"
train,dia148_utt13,data/audio/train/dia148_utt13.flac,"Why, are you moving out?",Joey,surprise,negative,148,13,1,12,"0:08:10,114","0:08:10,926"
train,dia148_utt14,data/audio/train/dia148_utt14.flac,I'm not moving out.,Chandler,neutral,neutral,148,14,1,12,"0:08:10,926","0:08:12,206"
train,dia148_utt15,data/audio/train/dia148_utt15.flac,You'd tell me if you were moving out right,Joey,fear,negative,148,15,1,12,"00:08:12,325","00:08:14,409"
train,dia148_utt16,data/audio/train/dia148_utt16.flac,"Yeah, yeah, it's just that with my last roommate Kip...",Chandler,neutral,neutral,148,16,1,12,"0:08:14,577","0:08:16,559"
train,dia148_utt17,data/audio/train/dia148_utt17.flac,"Aw, I know all about Kip!",Joey,anger,negative,148,17,1,12,"0:08:16,559","0:08:19,421"
train,dia148_utt18,data/audio/train/dia148_utt18.flac,"It's just that we bought a hibachi together, and then he ran off and got married, and things got pretty ugly.",Chandler,anger,negative,148,18,1,12,"00:08:19,540","00:08:23,877"
train,dia148_utt19,data/audio/train/dia148_utt19.flac,"Well, let me ask you something, was Kip a better roommate than me?",Joey,sadness,negative,148,19,1,12,"00:08:24,921","00:08:28,798"
train,dia148_utt20,data/audio/train/dia148_utt20.flac,"Aw, don't do that",Chandler,sadness,negative,148,20,1,12,"00:08:29,800","00:08:31,551"
train,dia149_utt0,data/audio/train/dia149_utt0.flac,"Ooh, oh no! I have to go! I have a massage appointment.",Phoebe,sadness,negative,149,0,8,7,"00:13:57,294","00:14:01,172"
train,dia149_utt1,data/audio/train/dia149_utt1.flac,"Oh no, stay here we’ll keep doing this. I’ll pay you.",Eric,neutral,neutral,149,1,8,7,"00:14:01,340","00:14:04,592"
train,dia149_utt2,data/audio/train/dia149_utt2.flac,"No, I got in trouble for that before. I’ll see you later.",Phoebe,neutral,neutral,149,2,8,7,"00:14:05,469","00:14:11,766"
train,dia149_utt3,data/audio/train/dia149_utt3.flac,Absolutely.  I love the way you kiss.,Eric,joy,positive,149,3,8,7,"00:14:13,978","00:14:16,020"
train,dia150_utt0,data/audio/train/dia150_utt0.flac,Oh my God! Oh my God! I’m so sorry!,Mona,fear,negative,150,0,8,8,"00:10:59,659","00:11:01,785"
train,dia150_utt1,data/audio/train/dia150_utt1.flac,"Aw forget it, it’s from",Ross,neutral,neutral,150,1,8,8,"00:11:01,952","00:11:04,663"
train,dia150_utt2,data/audio/train/dia150_utt2.flac,You think you can knock up my daughter and then not marry her?! I’m gonna kill you!!,Dr. Green,anger,negative,150,2,8,8,"00:11:14,382","00:11:20,553"
train,dia150_utt3,data/audio/train/dia150_utt3.flac,Y’know this is actually not a great time for me.,Ross,sadness,negative,150,3,8,8,"00:11:22,932","00:11:25,475"
train,dia151_utt0,data/audio/train/dia151_utt0.flac,"Okay! So, we’ll just stay married.",Rachel,joy,positive,151,0,6,1,"00:12:18,404","00:12:21,156"
train,dia151_utt1,data/audio/train/dia151_utt1.flac,"Yes, exactly!",Ross,joy,positive,151,1,6,1,"00:12:21,365","00:12:22,657"
train,dia151_utt2,data/audio/train/dia151_utt2.flac,And I will make everyone call me Mrs. Geller!,Rachel,joy,positive,151,2,6,1,"00:12:22,867","00:12:26,661"
train,dia151_utt3,data/audio/train/dia151_utt3.flac,"Wow! This is so amazing. I uh, I really thought I’d have to talk you into this more.",Ross,joy,positive,151,3,6,1,"00:12:28,247","00:12:34,002"
train,dia151_utt6,data/audio/train/dia151_utt6.flac,What-wh-what so we’ll just stay married forever?!,Rachel,surprise,negative,151,6,6,1,"00:12:56,233","00:12:58,735"
train,dia151_utt7,data/audio/train/dia151_utt7.flac,"Okay, look, how is this gonna affect you?",Ross,neutral,neutral,151,7,6,1,"00:12:59,153","00:13:03,573"
train,dia151_utt8,data/audio/train/dia151_utt8.flac,Really?,Ross,anger,negative,151,8,6,1,"00:13:01,573","00:13:03,573"
train,dia151_utt9,data/audio/train/dia151_utt9.flac,I mean you fill some form out once and a while and instead of checking the box that says Ms you check the box that says Mrs.!,Ross,joy,positive,151,9,6,1,"00:13:06,327","00:13:17,045"
train,dia151_utt10,data/audio/train/dia151_utt10.flac,It’s,Ross,neutral,neutral,151,10,6,1,"00:13:14,126","00:13:17,045"
train,dia151_utt11,data/audio/train/dia151_utt11.flac,"Ohh, okay, I’m sorry.",Rachel,sadness,negative,151,11,6,1,"0:13:19,131","0:13:21,509"
train,dia151_utt12,data/audio/train/dia151_utt12.flac,You’re right.,Rachel,neutral,neutral,151,12,6,1,"0:13:21,509","0:13:21,801"
train,dia151_utt13,data/audio/train/dia151_utt13.flac,Y’know what?,Rachel,neutral,neutral,151,13,6,1,"0:13:21,801","0:13:21,947"
train,dia151_utt15,data/audio/train/dia151_utt15.flac,I’m asking you to do me a favor.,Ross,neutral,neutral,151,15,6,1,"00:13:39,401","00:13:44,072"
train,dia151_utt16,data/audio/train/dia151_utt16.flac,You are asking me to be your wife!,Rachel,anger,negative,151,16,6,1,"00:13:46,116","00:13:49,911"
train,dia151_utt17,data/audio/train/dia151_utt17.flac,And as my wife I think you should grant me this favor.,Ross,neutral,neutral,151,17,6,1,"00:13:50,120","00:13:55,041"
train,dia152_utt0,data/audio/train/dia152_utt0.flac,Oh my God!,Monica,surprise,negative,152,0,1,1,"00:10:22,204","00:10:24,289"
train,dia152_utt1,data/audio/train/dia152_utt1.flac,"I know, I know, I'm such an idiot.",Paul,joy,positive,152,1,1,1,"00:10:24,498","00:10:28,793"
train,dia152_utt4,data/audio/train/dia152_utt4.flac,"My brother's going through that right now, he's such a mess. How did you get through it?",Monica,neutral,neutral,152,4,1,1,"00:10:36,427","00:10:40,680"
train,dia152_utt5,data/audio/train/dia152_utt5.flac,"Well, you might try accidentally breaking something valuable of hers, say her-",Paul,neutral,neutral,152,5,1,1,"00:10:40,890","00:10:44,392"
train,dia152_utt6,data/audio/train/dia152_utt6.flac,-leg?,Monica,neutral,neutral,152,6,1,1,"00:10:44,560","00:10:46,144"
train,dia152_utt7,data/audio/train/dia152_utt7.flac,"That's one way! Me, I- I went for the watch.",Paul,neutral,neutral,152,7,1,1,"00:10:48,773","00:10:50,315"
train,dia152_utt8,data/audio/train/dia152_utt8.flac,You actually broke her watch?,Monica,surprise,positive,152,8,1,1,"00:10:50,775","00:10:52,651"
train,dia152_utt9,data/audio/train/dia152_utt9.flac,"Barry, I'm sorry...",Rachel,sadness,negative,152,9,1,1,"0:10:53,277","0:10:54,737"
train,dia152_utt10,data/audio/train/dia152_utt10.flac,I am so sorry...,Rachel,sadness,negative,152,10,1,1,"0:10:54,737","0:10:56,422"
train,dia152_utt11,data/audio/train/dia152_utt11.flac,"I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju-  Hi, machine cut me off again... anyway...",Rachel,sadness,negative,152,11,1,1,"00:10:56,614","00:11:06,706"
train,dia153_utt0,data/audio/train/dia153_utt0.flac,"No real-, honey, really it’s fine, just g-go with Susan.",Ross,neutral,neutral,153,0,3,6,"00:09:15,304","00:09:21,851"
train,dia153_utt1,data/audio/train/dia153_utt1.flac,"Really, I, no, I think girls night out is a great idea.",Ross,joy,positive,153,1,3,6,"00:09:20,768","00:09:25,146"
train,dia153_utt2,data/audio/train/dia153_utt2.flac,"Okay, okay, bye",Ross,neutral,neutral,153,2,3,6,"00:09:27,233","00:09:28,858"
train,dia153_utt3,data/audio/train/dia153_utt3.flac,So what are they doing?,Phoebe,neutral,neutral,153,3,3,6,"0:09:29,402","0:09:30,487"
train,dia153_utt4,data/audio/train/dia153_utt4.flac,"I don’t know, something girlie.",Ross,joy,positive,153,4,3,6,"0:09:30,487","0:09:32,851"
train,dia153_utt5,data/audio/train/dia153_utt5.flac,"Hey, you’re early.",Phoebe,neutral,neutral,153,5,3,6,"00:09:36,659","00:09:37,909"
train,dia153_utt6,data/audio/train/dia153_utt6.flac,What are you doing with the lamp?,Monica,surprise,positive,153,6,3,6,"00:09:38,160","00:09:40,078"
train,dia153_utt7,data/audio/train/dia153_utt7.flac,I’m just taking it to be re-wired.,Phoebe,neutral,neutral,153,7,3,6,"00:09:40,580","00:09:51,965"
train,dia153_utt8,data/audio/train/dia153_utt8.flac,"Oh, well don’t take it to the same place you took the stereo, ‘cause they’ve had that thing for over a week.",Monica,disgust,negative,153,8,3,6,"00:09:44,333","00:10:00,015"
train,dia153_utt9,data/audio/train/dia153_utt9.flac,"No, no, Mr. Heckles no one is making any noise up here.",Phoebe,neutral,neutral,153,9,3,6,"00:09:56,512","00:10:00,015"
train,dia153_utt10,data/audio/train/dia153_utt10.flac,You’re disturbing my oboe practice.,Mr. Heckles,anger,negative,153,10,3,6,"00:10:00,558","00:10:02,934"
train,dia153_utt11,data/audio/train/dia153_utt11.flac,You don’t play the oboe!,Phoebe,anger,negative,153,11,3,6,"0:10:03,311","0:10:04,523"
train,dia153_utt12,data/audio/train/dia153_utt12.flac,I could play the oboe!,Mr. Heckles,anger,negative,153,12,3,6,"0:10:04,523","0:10:06,491"
train,dia154_utt0,data/audio/train/dia154_utt0.flac,Ohhh! That is soo sweet!,Rachel,joy,positive,154,0,3,12,"00:13:59,713","00:14:02,799"
train,dia154_utt1,data/audio/train/dia154_utt1.flac,"Okay, okay look, I know I'm being Mr. Inappropriate today, but it's just so tough, I mean see you walking around and I just wanna touch you and hold you, come on no one's around, just, just kiss me.",Mark,joy,positive,154,1,3,12,"00:14:03,759","00:14:14,018"
train,dia154_utt2,data/audio/train/dia154_utt2.flac,"All right that's, that's it!! Get off her!",Ross,anger,negative,154,2,3,12,"0:14:14,186","0:14:16,248"
train,dia154_utt3,data/audio/train/dia154_utt3.flac,What is going on?,Mark,surprise,negative,154,3,3,12,"0:14:16,248","0:14:17,920"
train,dia154_utt4,data/audio/train/dia154_utt4.flac,What's going on?!  That's what's going on!!,Ross,anger,negative,154,4,3,12,"00:14:18,023","00:14:20,817"
train,dia154_utt5,data/audio/train/dia154_utt5.flac,Ross!,Rachel,surprise,negative,154,5,3,12,"00:14:21,026","00:14:22,861"
train,dia154_utt6,data/audio/train/dia154_utt6.flac,I have been down in your store for twenty minutes trying to get a tie!,Ross,anger,negative,154,6,3,12,"00:14:27,408","00:14:31,953"
train,dia154_utt7,data/audio/train/dia154_utt7.flac,What do I have to do to get some service?!,Ross,anger,negative,154,7,3,12,"00:14:34,081","00:14:36,791"
train,dia154_utt8,data/audio/train/dia154_utt8.flac,Hi Rach.,Ross,neutral,neutral,154,8,3,12,"00:14:38,711","00:14:40,420"
train,dia155_utt0,data/audio/train/dia155_utt0.flac,Ross?,Mona,neutral,neutral,155,0,8,5,"0:20:39,238","0:20:39,781"
train,dia155_utt1,data/audio/train/dia155_utt1.flac,Yeah?,Ross,neutral,neutral,155,1,8,5,"0:20:39,781","0:20:40,456"
train,dia155_utt2,data/audio/train/dia155_utt2.flac,Hey it’s Mona! From the wedding.,Mona,joy,positive,155,2,8,5,"00:20:40,572","00:20:43,074"
train,dia155_utt3,data/audio/train/dia155_utt3.flac,Oh hi!,Ross,joy,positive,155,3,8,5,"0:20:43,242","0:20:44,953"
train,dia155_utt4,data/audio/train/dia155_utt4.flac,Hi!,Mona,joy,positive,155,4,8,5,"0:20:44,953","0:20:45,907"
train,dia155_utt5,data/audio/train/dia155_utt5.flac,Wow! Uh…how are you?,Ross,surprise,positive,155,5,8,5,"00:20:47,371","00:20:49,497"
train,dia155_utt6,data/audio/train/dia155_utt6.flac,"I’m good except umm, you still owe me a dance.",Mona,neutral,neutral,155,6,8,5,"00:20:49,665","00:20:56,170"
train,dia155_utt7,data/audio/train/dia155_utt7.flac,"Oh that’s right. Well uh, would you be interested in seeing a Ukrainian film?",Ross,joy,positive,155,7,8,5,"00:20:51,458","00:20:56,170"
train,dia155_utt8,data/audio/train/dia155_utt8.flac,Oh you’re serious. Sure!,Mona,surprise,positive,155,8,8,5,"00:20:58,465","00:21:00,383"
train,dia155_utt9,data/audio/train/dia155_utt9.flac,Great! Well umm,Ross,joy,positive,155,9,8,5,"00:21:01,885","00:21:04,178"
train,dia155_utt10,data/audio/train/dia155_utt10.flac,I think I might need one more cup of coffee.,Mona,neutral,neutral,155,10,8,5,"00:21:05,180","00:21:07,390"
train,dia155_utt11,data/audio/train/dia155_utt11.flac,"Sure! Uh, let me get it for ya.",Ross,neutral,neutral,155,11,8,5,"0:21:07,557","0:21:09,101"
train,dia155_utt12,data/audio/train/dia155_utt12.flac,Okay.,Mona,neutral,neutral,155,12,8,5,"0:21:09,101","0:21:10,791"
train,dia156_utt0,data/audio/train/dia156_utt0.flac,"Look, I feel really bad about how I freaked you out before, so I called the father and asked him to meet you here so you can tell him.",Phoebe,sadness,negative,156,0,8,2,"00:13:49,662","00:13:56,960"
train,dia156_utt1,data/audio/train/dia156_utt1.flac,Go!,Phoebe,anger,negative,156,1,8,2,"00:13:53,916","00:13:56,960"
train,dia156_utt2,data/audio/train/dia156_utt2.flac,"What? Hey wait a minute! Phoebe, how do you even know who the father is?",Rachel,surprise,negative,156,2,8,2,"00:13:57,169","00:14:01,172"
