stem,split,Emotion
dia356_utt10,train,anger
dia356_utt11,train,surprise
dia356_utt12,train,neutral
dia356_utt13,train,joy
dia356_utt14,train,neutral
dia356_utt15,train,neutral
dia356_utt16,train,neutral
dia356_utt17,train,anger
dia356_utt18,train,neutral
dia356_utt19,train,neutral
dia356_utt20,train,fear
dia356_utt21,train,anger
dia356_utt22,train,neutral
dia357_utt1,train,surprise
dia357_utt2,train,neutral
dia357_utt3,train,surprise
dia358_utt0,train,neutral
dia358_utt1,train,neutral
dia358_utt2,train,neutral
dia358_utt3,train,sadness
dia358_utt4,train,neutral
dia358_utt5,train,neutral
dia358_utt6,train,fear
dia358_utt7,train,neutral
dia358_utt8,train,surprise
dia358_utt9,train,anger
dia358_utt10,train,joy
dia358_utt11,train,surprise
dia358_utt12,train,neutral
dia358_utt13,train,surprise
dia358_utt14,train,sadness
dia358_utt15,train,neutral
dia358_utt16,train,neutral
dia358_utt17,train,neutral
dia358_utt18,train,sadness
dia359_utt0,train,surprise
dia359_utt1,train,neutral
dia359_utt3,train,sadness
dia359_utt4,train,joy
dia359_utt5,train,joy
dia359_utt6,train,sadness
dia360_utt0,train,sadness
dia360_utt1,train,sadness
dia360_utt2,train,neutral
dia360_utt3,train,neutral
dia360_utt4,train,neutral
dia360_utt5,train,neutral
dia361_utt0,train,neutral
dia361_utt1,train,neutral
dia361_utt2,train,neutral
dia361_utt3,train,surprise
dia361_utt4,train,neutral
dia361_utt5,train,neutral
dia361_utt6,train,joy
dia361_utt7,train,surprise
dia361_utt8,train,neutral
dia361_utt9,train,disgust
dia361_utt10,train,joy
dia361_utt11,train,joy
dia361_utt12,train,neutral
dia361_utt13,train,neutral
dia361_utt14,train,neutral
dia362_utt0,train,sadness
dia362_utt1,train,neutral
dia362_utt2,train,neutral
dia362_utt3,train,sadness
dia362_utt4,train,neutral
dia362_utt5,train,sadness
dia362_utt6,train,neutral
dia362_utt7,train,surprise
dia362_utt8,train,neutral
dia362_utt9,train,surprise
dia363_utt0,train,neutral
dia363_utt1,train,neutral
dia364_utt0,train,neutral
dia365_utt0,train,neutral
dia365_utt1,train,neutral
dia365_utt2,train,neutral
dia365_utt3,train,neutral
dia365_utt4,train,neutral
dia365_utt5,train,sadness
dia365_utt6,train,anger
dia365_utt7,train,neutral
dia365_utt8,train,neutral
dia365_utt9,train,neutral
dia365_utt10,train,neutral
dia365_utt11,train,neutral
dia365_utt12,train,neutral
dia365_utt13,train,surprise
dia365_utt14,train,anger
dia366_utt0,train,neutral
dia366_utt1,train,neutral
dia366_utt2,train,anger
dia366_utt3,train,neutral
dia366_utt4,train,surprise
dia366_utt5,train,anger
dia366_utt6,train,sadness
dia366_utt7,train,sadness
dia366_utt8,train,surprise
dia366_utt9,train,anger
dia366_utt10,train,neutral
dia366_utt11,train,neutral
dia366_utt12,train,neutral
dia366_utt13,train,fear
dia366_utt14,train,neutral
dia366_utt15,train,surprise
dia366_utt16,train,neutral
dia366_utt17,train,neutral
dia366_utt18,train,neutral
dia367_utt0,train,anger
dia367_utt1,train,neutral
dia367_utt2,train,joy
dia367_utt3,train,neutral
dia367_utt4,train,neutral
dia367_utt5,train,surprise
dia367_utt6,train,surprise
dia367_utt7,train,neutral
dia367_utt8,train,joy
dia367_utt9,train,surprise
dia367_utt10,train,neutral
dia367_utt11,train,surprise
dia367_utt12,train,neutral
dia367_utt13,train,neutral
dia367_utt14,train,neutral
dia367_utt15,train,surprise
dia368_utt0,train,sadness
dia368_utt1,train,joy
dia369_utt0,train,neutral
dia370_utt0,train,neutral
dia370_utt1,train,joy
dia370_utt2,train,neutral
dia370_utt3,train,surprise
dia371_utt0,train,neutral
dia371_utt1,train,neutral
dia371_utt2,train,neutral
dia371_utt3,train,neutral
dia371_utt4,train,neutral
dia371_utt5,train,neutral
dia371_utt6,train,surprise
dia371_utt7,train,neutral
dia371_utt8,train,neutral
dia371_utt9,train,neutral
dia371_utt10,train,surprise
dia371_utt11,train,sadness
dia372_utt0,train,neutral
dia372_utt1,train,joy
dia372_utt2,train,joy
dia372_utt3,train,sadness
dia372_utt4,train,sadness
dia372_utt5,train,sadness
dia372_utt6,train,sadness
dia372_utt7,train,surprise
dia372_utt8,train,joy
dia372_utt9,train,sadness
dia372_utt10,train,joy
dia372_utt11,train,neutral
dia372_utt12,train,neutral
dia373_utt1,train,neutral
dia373_utt3,train,neutral
dia373_utt4,train,joy
dia374_utt0,train,joy
dia374_utt1,train,surprise
dia374_utt2,train,surprise
dia374_utt3,train,neutral
dia374_utt4,train,anger
dia374_utt5,train,surprise
dia374_utt6,train,neutral
dia374_utt7,train,anger
dia374_utt8,train,anger
dia374_utt9,train,anger
dia374_utt10,train,neutral
dia374_utt11,train,neutral
dia374_utt12,train,anger
dia374_utt13,train,anger
dia374_utt14,train,joy
dia374_utt15,train,neutral
dia375_utt0,train,joy
dia375_utt1,train,neutral
dia375_utt2,train,joy
dia375_utt3,train,joy
dia375_utt4,train,fear
dia376_utt0,train,joy
dia376_utt1,train,joy
dia376_utt2,train,joy
dia376_utt3,train,fear
dia377_utt0,train,neutral
dia377_utt1,train,neutral
dia377_utt2,train,neutral
dia377_utt3,train,neutral
dia377_utt4,train,surprise
dia377_utt5,train,neutral
dia377_utt6,train,anger
dia378_utt0,train,neutral
dia378_utt1,train,neutral
dia378_utt2,train,neutral
dia379_utt0,train,surprise
dia379_utt1,train,sadness
dia379_utt2,train,sadness
dia379_utt3,train,sadness
dia379_utt4,train,sadness
dia379_utt5,train,sadness
dia379_utt6,train,surprise
dia379_utt7,train,sadness
dia379_utt8,train,neutral
dia379_utt9,train,neutral
dia379_utt10,train,surprise
dia380_utt0,train,neutral
dia380_utt1,train,anger
dia380_utt2,train,sadness
dia380_utt3,train,neutral
dia380_utt4,train,joy
dia381_utt0,train,neutral
dia382_utt0,train,joy
dia382_utt1,train,neutral
dia382_utt2,train,joy
dia383_utt0,train,neutral
dia383_utt1,train,disgust
dia383_utt2,train,joy
dia383_utt3,train,anger
dia383_utt4,train,fear
dia383_utt5,train,neutral
dia383_utt6,train,neutral
dia383_utt7,train,neutral
dia383_utt8,train,neutral
dia383_utt9,train,neutral
dia383_utt10,train,neutral
dia383_utt11,train,surprise
dia384_utt0,train,neutral
dia384_utt1,train,surprise
dia384_utt2,train,neutral
dia384_utt3,train,neutral
dia384_utt4,train,joy
dia385_utt0,train,anger
dia385_utt1,train,joy
dia385_utt2,train,sadness
dia385_utt3,train,sadness
dia385_utt4,train,neutral
dia385_utt5,train,neutral
dia386_utt0,train,joy
dia387_utt0,train,sadness
dia387_utt1,train,joy
dia387_utt2,train,sadness
dia387_utt3,train,joy
dia387_utt4,train,sadness
dia388_utt0,train,joy
dia388_utt1,train,neutral
dia388_utt2,train,neutral
dia388_utt3,train,surprise
dia388_utt4,train,disgust
dia388_utt5,train,anger
dia388_utt6,train,disgust
dia388_utt7,train,fear
dia388_utt8,train,neutral
dia388_utt9,train,disgust
dia388_utt10,train,surprise
dia388_utt11,train,surprise
dia388_utt12,train,joy
dia388_utt13,train,neutral
dia388_utt14,train,anger
dia388_utt15,train,neutral
dia388_utt16,train,anger
dia389_utt0,train,neutral
dia389_utt1,train,anger
dia389_utt2,train,joy
dia389_utt3,train,neutral
dia389_utt4,train,surprise
dia389_utt5,train,neutral
dia389_utt6,train,joy
dia389_utt7,train,neutral
dia389_utt8,train,surprise
dia389_utt9,train,neutral
dia389_utt10,train,neutral
dia389_utt11,train,joy
dia389_utt12,train,joy
dia390_utt0,train,surprise
dia390_utt1,train,joy
dia390_utt2,train,surprise
dia391_utt0,train,neutral
dia392_utt0,train,joy
dia392_utt1,train,joy
dia392_utt2,train,joy
dia392_utt3,train,joy
dia392_utt4,train,joy
dia392_utt5,train,neutral
dia392_utt6,train,joy
dia392_utt7,train,neutral
dia392_utt8,train,joy
dia392_utt9,train,joy
dia392_utt10,train,surprise
dia392_utt11,train,neutral
dia392_utt12,train,joy
dia393_utt0,train,neutral
dia393_utt1,train,neutral
dia393_utt2,train,neutral
dia393_utt3,train,surprise
dia393_utt4,train,joy
dia393_utt5,train,joy
dia393_utt6,train,anger
dia393_utt7,train,joy
dia394_utt0,train,anger
dia394_utt1,train,neutral
dia395_utt0,train,anger
dia395_utt1,train,neutral
dia395_utt2,train,anger
dia395_utt3,train,joy
dia395_utt4,train,anger
dia395_utt5,train,anger
dia395_utt6,train,anger
dia395_utt7,train,neutral
dia395_utt8,train,neutral
dia396_utt0,train,disgust
dia397_utt0,train,anger
dia397_utt1,train,neutral
dia397_utt2,train,neutral
dia398_utt0,train,neutral
dia398_utt1,train,neutral
dia398_utt2,train,anger
dia398_utt3,train,sadness
dia398_utt4,train,surprise
dia398_utt5,train,neutral
dia398_utt6,train,sadness
dia398_utt7,train,surprise
dia398_utt8,train,sadness
dia398_utt9,train,disgust
dia398_utt10,train,disgust
dia398_utt11,train,disgust
dia398_utt12,train,disgust
dia398_utt13,train,neutral
dia399_utt0,train,disgust
dia400_utt0,train,anger
dia400_utt1,train,anger
dia400_utt2,train,sadness
dia400_utt3,train,neutral
dia400_utt4,train,neutral
dia400_utt5,train,joy
dia400_utt6,train,surprise
dia400_utt7,train,neutral
dia400_utt8,train,sadness
dia401_utt0,train,neutral
dia401_utt1,train,neutral
dia401_utt2,train,neutral
dia401_utt3,train,neutral
dia401_utt4,train,neutral
dia401_utt5,train,neutral
dia401_utt6,train,neutral
dia401_utt7,train,joy
dia401_utt8,train,surprise
dia401_utt9,train,neutral
dia401_utt10,train,surprise
dia401_utt11,train,sadness
dia401_utt12,train,surprise
dia402_utt0,train,neutral
dia402_utt1,train,neutral
dia403_utt0,train,neutral
dia404_utt0,train,joy
dia404_utt1,train,joy
dia404_utt2,train,neutral
dia404_utt3,train,sadness
dia404_utt4,train,sadness
dia404_utt5,train,neutral
dia404_utt6,train,neutral
dia404_utt7,train,anger
dia404_utt8,train,sadness
dia404_utt9,train,joy
dia404_utt10,train,joy
dia404_utt11,train,surprise
dia404_utt12,train,neutral
dia404_utt13,train,neutral
dia404_utt14,train,neutral
dia404_utt15,train,neutral
dia404_utt17,train,neutral
dia404_utt18,train,neutral
dia404_utt19,train,neutral
dia405_utt0,train,neutral
dia405_utt1,train,anger
dia405_utt2,train,anger
dia405_utt3,train,anger
dia405_utt4,train,anger
dia405_utt5,train,surprise
dia405_utt6,train,neutral
dia406_utt0,train,joy
dia406_utt1,train,joy
dia406_utt2,train,joy
dia406_utt3,train,joy
dia407_utt0,train,anger
dia407_utt1,train,sadness
dia407_utt2,train,neutral
dia407_utt3,train,surprise
dia407_utt4,train,neutral
dia407_utt5,train,neutral
dia407_utt6,train,anger
dia407_utt7,train,anger
dia407_utt8,train,neutral
dia407_utt9,train,neutral
dia407_utt10,train,neutral
dia408_utt0,train,neutral
dia408_utt1,train,neutral
dia408_utt2,train,neutral
dia408_utt3,train,neutral
dia408_utt4,train,neutral
dia409_utt0,train,neutral
dia409_utt1,train,neutral
dia409_utt2,train,neutral
dia409_utt3,train,joy
dia409_utt4,train,neutral
dia409_utt5,train,neutral
dia409_utt6,train,neutral
dia409_utt7,train,surprise
dia409_utt8,train,surprise
dia409_utt9,train,neutral
dia409_utt10,train,surprise
dia410_utt0,train,disgust
dia410_utt1,train,surprise
dia410_utt2,train,anger
dia410_utt3,train,joy
dia410_utt4,train,neutral
dia410_utt5,train,neutral
dia410_utt6,train,surprise
dia410_utt7,train,neutral
dia410_utt8,train,neutral
dia410_utt9,train,neutral
dia410_utt10,train,sadness
dia410_utt11,train,neutral
dia410_utt12,train,neutral
dia410_utt13,train,neutral
dia410_utt14,train,neutral
dia410_utt15,train,joy
dia410_utt16,train,neutral
dia410_utt17,train,fear
dia410_utt18,train,sadness
dia411_utt0,train,neutral
dia411_utt1,train,fear
dia411_utt2,train,neutral
dia411_utt3,train,joy
dia411_utt4,train,neutral
dia412_utt0,train,anger
dia412_utt1,train,neutral
dia412_utt2,train,neutral
dia412_utt3,train,neutral
dia412_utt4,train,sadness
dia412_utt5,train,neutral
dia412_utt6,train,neutral
dia412_utt7,train,surprise
dia412_utt8,train,joy
dia412_utt9,train,neutral
dia412_utt10,train,disgust
dia412_utt11,train,surprise
dia412_utt12,train,neutral
dia412_utt13,train,neutral
dia412_utt14,train,anger
dia412_utt15,train,neutral
dia412_utt16,train,surprise
dia413_utt0,train,neutral
dia413_utt1,train,neutral
dia413_utt2,train,neutral
dia413_utt3,train,neutral
dia413_utt4,train,neutral
dia414_utt0,train,neutral
dia414_utt1,train,neutral
dia414_utt2,train,neutral
dia414_utt3,train,surprise
dia414_utt4,train,neutral
dia414_utt6,train,neutral
dia414_utt7,train,joy
dia414_utt8,train,joy
dia414_utt9,train,neutral
dia414_utt10,train,neutral
dia414_utt11,train,neutral
dia415_utt0,train,disgust
dia415_utt1,train,neutral
dia415_utt2,train,neutral
dia415_utt3,train,neutral
dia415_utt4,train,neutral
dia415_utt5,train,neutral
dia415_utt6,train,neutral
dia415_utt7,train,neutral
dia415_utt8,train,neutral
dia415_utt9,train,disgust
dia415_utt10,train,surprise
dia416_utt0,train,surprise
dia416_utt1,train,surprise
dia416_utt2,train,neutral
dia416_utt4,train,disgust
dia417_utt0,train,neutral
dia418_utt0,train,neutral
dia418_utt1,train,surprise
dia418_utt2,train,neutral
dia418_utt3,train,neutral
dia418_utt4,train,surprise
dia418_utt5,train,neutral
dia418_utt6,train,neutral
dia418_utt7,train,neutral
dia418_utt8,train,neutral
dia418_utt9,train,neutral
dia418_utt10,train,anger
dia418_utt11,train,neutral
dia418_utt12,train,neutral
dia418_utt13,train,neutral
dia418_utt14,train,neutral
dia418_utt15,train,surprise
dia418_utt16,train,surprise
dia418_utt17,train,neutral
dia418_utt18,train,sadness
dia418_utt19,train,sadness
dia418_utt20,train,neutral
dia418_utt21,train,neutral
dia418_utt22,train,neutral
dia419_utt0,train,neutral
dia420_utt0,train,joy
dia420_utt1,train,joy
dia420_utt2,train,joy
dia420_utt3,train,neutral
dia420_utt4,train,disgust
dia420_utt5,train,neutral
dia420_utt6,train,neutral
dia420_utt7,train,neutral
dia421_utt0,train,neutral
dia421_utt1,train,neutral
dia421_utt2,train,neutral
dia421_utt3,train,fear
dia421_utt4,train,fear
dia421_utt5,train,fear
dia421_utt6,train,neutral
dia421_utt7,train,fear
dia421_utt8,train,neutral
dia422_utt0,train,neutral
dia422_utt1,train,neutral
dia422_utt2,train,neutral
dia422_utt3,train,neutral
dia422_utt4,train,neutral
dia422_utt5,train,neutral
dia422_utt6,train,surprise
dia422_utt7,train,neutral
dia423_utt0,train,neutral
dia423_utt1,train,neutral
dia423_utt2,train,neutral
dia423_utt3,train,neutral
dia423_utt4,train,neutral
dia423_utt5,train,surprise
dia423_utt6,train,anger
dia423_utt7,train,anger
dia423_utt8,train,neutral
dia423_utt9,train,joy
dia423_utt10,train,joy
dia424_utt0,train,joy
dia424_utt1,train,surprise
dia424_utt2,train,neutral
dia424_utt3,train,neutral
dia424_utt4,train,neutral
dia424_utt5,train,neutral
dia424_utt6,train,neutral
dia424_utt7,train,neutral
dia424_utt8,train,neutral
dia424_utt9,train,neutral
dia424_utt10,train,neutral
dia424_utt11,train,neutral
dia424_utt12,train,anger
dia424_utt14,train,joy
dia424_utt15,train,joy
dia424_utt16,train,joy
dia425_utt0,train,neutral
dia425_utt1,train,neutral
dia425_utt2,train,sadness
dia425_utt3,train,surprise
dia425_utt4,train,surprise
dia425_utt5,train,surprise
dia426_utt0,train,neutral
dia426_utt1,train,sadness
dia426_utt2,train,anger
dia426_utt3,train,neutral
dia426_utt4,train,neutral
dia426_utt5,train,neutral
dia426_utt6,train,neutral
dia426_utt7,train,sadness
dia427_utt0,train,sadness
dia427_utt1,train,neutral
dia428_utt0,train,neutral
dia428_utt1,train,anger
dia428_utt2,train,joy
dia428_utt3,train,surprise
dia428_utt4,train,anger
dia428_utt5,train,neutral
dia428_utt6,train,anger
dia428_utt7,train,surprise
dia428_utt8,train,sadness
dia429_utt0,train,neutral
dia429_utt1,train,neutral
dia429_utt2,train,neutral
dia429_utt3,train,neutral
dia429_utt4,train,joy
dia429_utt5,train,neutral
dia429_utt6,train,neutral
dia429_utt7,train,neutral
dia429_utt8,train,neutral
dia429_utt9,train,surprise
dia429_utt10,train,surprise
dia429_utt11,train,neutral
dia430_utt0,train,anger
dia430_utt1,train,neutral
dia430_utt2,train,sadness
dia430_utt3,train,anger
dia430_utt4,train,surprise
dia430_utt5,train,neutral
dia430_utt6,train,neutral
dia430_utt7,train,surprise
dia430_utt8,train,anger
dia431_utt0,train,joy
dia431_utt1,train,neutral
dia431_utt2,train,neutral
dia431_utt3,train,neutral
dia431_utt4,train,neutral
dia431_utt5,train,joy
dia431_utt6,train,anger
dia431_utt7,train,joy
dia431_utt8,train,joy
dia431_utt9,train,disgust
dia431_utt10,train,surprise
dia431_utt11,train,anger
dia431_utt12,train,anger
dia431_utt13,train,anger
dia431_utt14,train,anger
dia431_utt15,train,surprise
dia431_utt16,train,anger
dia431_utt17,train,sadness
dia431_utt18,train,disgust
dia431_utt19,train,disgust
dia432_utt0,train,neutral
dia433_utt0,train,neutral
dia433_utt1,train,neutral
dia434_utt0,train,sadness
dia434_utt1,train,sadness
dia434_utt2,train,sadness
dia434_utt3,train,neutral
dia434_utt4,train,neutral
dia434_utt5,train,neutral
dia434_utt6,train,joy
dia434_utt7,train,joy
dia434_utt8,train,neutral
dia434_utt9,train,neutral
dia434_utt10,train,sadness
dia434_utt11,train,neutral
dia434_utt12,train,neutral
dia434_utt13,train,neutral
dia434_utt14,train,neutral
dia435_utt0,train,neutral
dia435_utt1,train,joy
dia435_utt2,train,joy
dia435_utt3,train,surprise
dia435_utt4,train,surprise
dia435_utt5,train,neutral
dia435_utt6,train,joy
dia435_utt7,train,joy
dia435_utt8,train,joy
dia435_utt9,train,surprise
dia436_utt0,train,joy
dia436_utt1,train,disgust
dia436_utt2,train,anger
dia436_utt3,train,disgust
dia436_utt4,train,neutral
dia436_utt5,train,surprise
dia437_utt0,train,anger
dia437_utt1,train,surprise
dia437_utt2,train,neutral
dia438_utt0,train,anger
dia438_utt1,train,neutral
dia438_utt2,train,neutral
dia438_utt3,train,surprise
dia438_utt4,train,neutral
dia438_utt5,train,neutral
dia438_utt7,train,neutral
dia438_utt8,train,neutral
dia438_utt9,train,joy
dia438_utt10,train,sadness
dia438_utt11,train,neutral
dia438_utt12,train,joy
dia438_utt13,train,neutral
dia438_utt14,train,neutral
dia438_utt15,train,neutral
dia439_utt0,train,neutral
dia439_utt1,train,disgust
dia439_utt2,train,neutral
dia439_utt3,train,joy
dia439_utt4,train,surprise
dia439_utt5,train,joy
dia439_utt6,train,neutral
dia440_utt0,train,neutral
dia440_utt1,train,neutral
dia440_utt2,train,joy
dia440_utt3,train,neutral
dia440_utt4,train,neutral
dia440_utt5,train,neutral
dia440_utt6,train,neutral
dia440_utt7,train,neutral
dia440_utt8,train,neutral
dia440_utt9,train,surprise
dia440_utt10,train,neutral
dia440_utt11,train,disgust
dia440_utt12,train,neutral
dia440_utt13,train,neutral
dia441_utt0,train,neutral
dia441_utt1,train,sadness
dia441_utt2,train,neutral
dia441_utt3,train,joy
dia441_utt4,train,neutral
dia441_utt5,train,neutral
dia441_utt6,train,neutral
dia441_utt7,train,sadness
dia441_utt8,train,neutral
dia441_utt9,train,neutral
dia442_utt0,train,joy
dia442_utt1,train,neutral
dia442_utt2,train,neutral
dia442_utt3,train,neutral
dia442_utt4,train,disgust
dia442_utt5,train,surprise
dia443_utt0,train,joy
dia443_utt1,train,neutral
dia443_utt2,train,neutral
dia443_utt3,train,neutral
dia443_utt4,train,neutral
dia443_utt5,train,neutral
dia443_utt6,train,neutral
dia443_utt7,train,surprise
dia444_utt0,train,surprise
dia444_utt1,train,neutral
dia444_utt2,train,neutral
dia444_utt3,train,neutral
dia444_utt4,train,neutral
dia444_utt5,train,neutral
dia444_utt6,train,neutral
dia445_utt0,train,neutral
dia445_utt1,train,surprise
dia445_utt2,train,sadness
dia445_utt3,train,fear
dia445_utt4,train,neutral
dia445_utt5,train,surprise
dia445_utt6,train,neutral
dia445_utt7,train,surprise
dia445_utt8,train,joy
dia445_utt9,train,sadness
dia445_utt10,train,sadness
dia445_utt11,train,neutral
dia445_utt12,train,fear
dia445_utt13,train,anger
dia445_utt14,train,anger
dia445_utt15,train,anger
dia445_utt16,train,anger
dia445_utt17,train,anger
dia445_utt18,train,anger
dia445_utt19,train,anger
dia445_utt20,train,sadness
dia446_utt0,train,surprise
dia446_utt1,train,surprise
dia446_utt2,train,neutral
dia446_utt3,train,neutral
dia446_utt4,train,neutral
dia446_utt5,train,neutral
dia446_utt6,train,neutral
dia446_utt7,train,neutral
dia446_utt8,train,neutral
dia446_utt9,train,neutral
dia446_utt10,train,surprise
dia446_utt11,train,neutral
dia446_utt12,train,joy
dia446_utt13,train,joy
dia446_utt14,train,anger
dia446_utt15,train,sadness
dia446_utt16,train,sadness
dia446_utt17,train,sadness
dia446_utt18,train,sadness
dia446_utt19,train,neutral
dia447_utt0,train,neutral
dia447_utt1,train,neutral
dia447_utt2,train,joy
dia448_utt0,train,neutral
dia448_utt1,train,anger
dia448_utt2,train,anger
dia448_utt3,train,anger
dia448_utt4,train,anger
dia448_utt5,train,anger
dia448_utt6,train,anger
dia448_utt7,train,joy
dia448_utt8,train,anger
dia448_utt9,train,anger
dia448_utt10,train,anger
dia448_utt11,train,neutral
dia449_utt0,train,neutral
dia449_utt1,train,neutral
dia449_utt2,train,sadness
dia449_utt3,train,sadness
dia449_utt4,train,joy
dia449_utt5,train,neutral
dia449_utt6,train,surprise
dia449_utt7,train,sadness
dia449_utt8,train,joy
dia449_utt9,train,sadness
dia449_utt10,train,sadness
dia449_utt11,train,joy
dia449_utt12,train,sadness
dia449_utt13,train,neutral
dia450_utt0,train,neutral
dia450_utt1,train,neutral
dia450_utt2,train,neutral
dia450_utt3,train,neutral
dia450_utt4,train,neutral
dia450_utt5,train,surprise
dia450_utt6,train,neutral
dia450_utt7,train,sadness
dia450_utt8,train,surprise
dia450_utt9,train,joy
dia450_utt10,train,joy
dia450_utt11,train,joy
dia450_utt12,train,surprise
dia450_utt13,train,neutral
dia450_utt14,train,neutral
dia450_utt15,train,surprise
dia450_utt16,train,neutral
dia450_utt17,train,neutral
dia450_utt18,train,neutral
dia450_utt19,train,surprise
dia450_utt20,train,neutral
dia450_utt21,train,neutral
dia450_utt22,train,neutral
dia450_utt23,train,neutral
dia451_utt0,train,neutral
dia451_utt1,train,anger
dia451_utt2,train,joy
dia451_utt3,train,neutral
dia451_utt4,train,anger
dia451_utt5,train,neutral
dia451_utt6,train,neutral
dia451_utt7,train,anger
dia452_utt0,train,neutral
dia452_utt1,train,neutral
dia452_utt2,train,neutral
dia452_utt3,train,surprise
dia452_utt4,train,neutral
dia453_utt0,train,surprise
dia453_utt1,train,surprise
dia454_utt0,train,neutral
dia454_utt1,train,disgust
dia454_utt2,train,anger
dia455_utt0,train,neutral
dia455_utt1,train,neutral
dia455_utt2,train,neutral
dia455_utt3,train,neutral
dia455_utt4,train,neutral
dia455_utt5,train,fear
dia455_utt6,train,surprise
dia455_utt7,train,surprise
dia455_utt8,train,anger
dia455_utt9,train,neutral
dia455_utt10,train,joy
dia455_utt11,train,sadness
dia455_utt12,train,neutral
dia455_utt13,train,joy
dia455_utt14,train,neutral
dia455_utt15,train,neutral
dia455_utt16,train,neutral
dia455_utt17,train,disgust
dia456_utt0,train,joy
dia456_utt1,train,neutral
dia456_utt2,train,anger
dia456_utt3,train,surprise
dia456_utt4,train,sadness
dia456_utt5,train,surprise
dia456_utt6,train,anger
dia456_utt7,train,anger
dia456_utt8,train,anger
dia456_utt9,train,sadness
dia456_utt10,train,neutral
dia456_utt11,train,anger
dia457_utt0,train,neutral
dia457_utt1,train,neutral
dia457_utt2,train,anger
dia457_utt3,train,neutral
dia457_utt4,train,neutral
dia457_utt5,train,surprise
dia457_utt6,train,joy
dia457_utt7,train,sadness
dia457_utt8,train,sadness
dia457_utt9,train,neutral
dia457_utt10,train,neutral
dia457_utt11,train,neutral
dia457_utt12,train,surprise
dia457_utt13,train,fear
dia458_utt0,train,surprise
dia459_utt0,train,neutral
dia459_utt1,train,anger
dia459_utt2,train,joy
dia459_utt3,train,anger
dia459_utt4,train,neutral
dia459_utt5,train,neutral
dia459_utt6,train,neutral
dia459_utt7,train,neutral
dia459_utt8,train,neutral
dia459_utt9,train,neutral
dia459_utt10,train,surprise
dia459_utt11,train,anger
dia460_utt0,train,fear
dia460_utt1,train,neutral
dia460_utt2,train,fear
dia460_utt3,train,joy
dia461_utt0,train,neutral
dia461_utt1,train,neutral
dia461_utt2,train,neutral
dia461_utt3,train,neutral
dia462_utt0,train,surprise
dia462_utt1,train,surprise
dia462_utt3,train,neutral
dia462_utt5,train,neutral
dia462_utt6,train,surprise
dia462_utt7,train,neutral
dia462_utt8,train,surprise
dia462_utt9,train,neutral
dia462_utt10,train,neutral
dia463_utt0,train,joy
dia463_utt1,train,anger
dia463_utt2,train,neutral
dia463_utt3,train,sadness
dia463_utt4,train,surprise
dia463_utt5,train,anger
dia463_utt6,train,neutral
dia463_utt7,train,neutral
dia463_utt8,train,surprise
dia463_utt9,train,joy
dia463_utt10,train,anger
dia463_utt11,train,neutral
dia463_utt12,train,neutral
dia463_utt13,train,neutral
dia464_utt0,train,neutral
dia464_utt1,train,surprise
dia464_utt2,train,neutral
dia464_utt3,train,surprise
dia464_utt4,train,neutral
dia464_utt5,train,joy
dia464_utt6,train,joy
dia464_utt7,train,neutral
dia464_utt8,train,neutral
dia464_utt9,train,neutral
dia464_utt10,train,neutral
dia464_utt11,train,joy
dia464_utt12,train,neutral
dia464_utt13,train,neutral
dia464_utt14,train,joy
dia464_utt15,train,surprise
dia464_utt16,train,joy
dia464_utt17,train,sadness
dia464_utt18,train,sadness
dia464_utt19,train,neutral
dia464_utt20,train,anger
dia465_utt0,train,neutral
dia465_utt1,train,neutral
dia465_utt2,train,disgust
dia465_utt3,train,sadness
dia465_utt4,train,neutral
dia465_utt5,train,surprise
dia466_utt0,train,surprise
dia466_utt1,train,joy
dia466_utt2,train,surprise
dia466_utt3,train,disgust
dia466_utt4,train,neutral
dia466_utt5,train,neutral
dia466_utt6,train,joy
dia466_utt7,train,disgust
dia466_utt8,train,neutral
dia466_utt9,train,anger
dia466_utt10,train,neutral
dia466_utt11,train,anger
dia466_utt12,train,anger
dia466_utt13,train,anger
dia466_utt14,train,anger
dia466_utt15,train,anger
dia467_utt0,train,joy
dia467_utt1,train,neutral
dia467_utt2,train,neutral
dia468_utt0,train,neutral
dia468_utt1,train,anger
dia468_utt2,train,surprise
dia468_utt3,train,joy
dia468_utt4,train,joy
dia468_utt5,train,joy
dia468_utt6,train,joy
dia468_utt7,train,neutral
dia468_utt8,train,joy
dia468_utt9,train,surprise
dia469_utt0,train,neutral
dia469_utt1,train,joy
dia470_utt0,train,neutral
dia471_utt0,train,disgust
dia471_utt1,train,disgust
dia471_utt2,train,neutral
dia471_utt3,train,neutral
dia471_utt4,train,joy
dia471_utt5,train,neutral
dia471_utt6,train,neutral
dia472_utt1,train,neutral
dia472_utt2,train,fear
dia473_utt0,train,neutral
dia473_utt1,train,neutral
dia473_utt2,train,anger
dia473_utt3,train,fear
dia473_utt4,train,neutral
dia474_utt0,train,joy
dia474_utt1,train,sadness
dia474_utt2,train,joy
dia474_utt3,train,sadness
dia474_utt4,train,neutral
dia474_utt5,train,surprise
dia474_utt6,train,neutral
dia474_utt7,train,sadness
dia474_utt8,train,sadness
dia474_utt9,train,sadness
dia474_utt10,train,sadness
dia474_utt11,train,joy
dia474_utt12,train,joy
dia474_utt13,train,surprise
dia474_utt14,train,joy
